iteration,island,phase,program_id,n_lags,n_extra,score,spec
19,1,evolve,a5b43b10,5,5,0.5207600630819798,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 5, ""z_idx"": 1}}, {""term_type"": ""inc_diff"", ""params"": {""lag1"": 3, ""lag2"": 4}}]}"
19,2,evolve,f0c67ba9,5,4,0.6394866425544024,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""seasonal"", ""params"": {""use_cos"": 1}}]}"
19,3,evolve,42c914b5,6,3,0.6491872202605009,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}]}"
20,0,evolve,0c27229e,5,4,0.6424905452877283,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 2}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 0, ""z_idx1"": 0, ""z_idx2"": 2}}]}"
20,1,evolve,847bdef4,5,2,0.628853153437376,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""z_prod"", ""params"": {""lag"": 4, ""z_idx1"": 0, ""z_idx2"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
20,2,evolve,7d630f84,4,2,0.6366471741348505,"{""n_lags"": 4, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
20,3,evolve,6f2c85d2,6,4,0.6459619496017694,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 2, ""power"": 3}}]}"
21,0,evolve,639cb315,6,3,0.6357710380107164,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 1, ""lag_z"": 0, ""z_idx"": 4}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}]}"
21,1,evolve,ddb2f732,6,3,0.6424452569335699,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""seasonal"", ""params"": {""use_cos"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}]}"
21,2,evolve,f2b06a8c,6,2,0.6322191301733255,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}]}"
21,3,evolve,66c64008,5,4,0.6485223844647408,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 2, ""power"": 3}}]}"
22,0,evolve,f81df793,6,5,0.6491872295737267,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
22,1,evolve,b167c9ef,5,3,0.6429546680301428,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}]}"
22,2,evolve,5907a6c0,6,6,0.6436988897621632,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}]}"
22,3,evolve,91bcb5e2,7,4,0.641105754300952,"{""n_lags"": 7, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 2, ""power"": 3}}]}"
23,0,evolve,2e1b12ae,7,5,0.6411057487130165,"{""n_lags"": 7, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
23,1,evolve,f9c3885a,6,4,0.649443943053484,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 6, ""power"": 2}}]}"
23,2,evolve,7a2b38c0,5,2,0.6407728772610426,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 1, ""z_idx"": 3}}]}"
23,3,evolve,7a18ad92,5,4,0.6485223844647408,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 2, ""power"": 2}}]}"
24,0,evolve,a51a8beb,6,6,0.6491872295737267,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 6, ""z_idx"": 4}}]}"
24,1,evolve,c1c6ee7b,8,4,0.6369437463581562,"{""n_lags"": 8, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 6, ""power"": 2}}]}"
24,2,evolve,8095dd0a,6,3,0.5478866621851921,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""inc_diff"", ""params"": {""lag1"": 2, ""lag2"": 0}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}]}"
24,3,evolve,c6465310,6,4,0.6459619496017694,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 2, ""power"": 3}}]}"
25,0,evolve,92b9cc9b,5,5,0.6490114890038967,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
25,1,evolve,2500bc3f,6,4,0.6438111383467913,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 2}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 6, ""power"": 2}}]}"
25,2,evolve,400de986,6,8,0.6428753919899464,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 6, ""lag2"": 0}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 4}}]}"
25,3,evolve,9656003d,6,3,0.6435544155538082,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 2, ""lag2"": 1}}]}"
26,0,evolve,16a07ecb,5,5,0.6412195842713118,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 1, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
26,1,evolve,0bd45f8f,7,3,0.641105754300952,"{""n_lags"": 7, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}]}"
26,2,evolve,f62fdfcc,5,2,0.6143338661640882,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""seasonal"", ""params"": {""use_cos"": 0}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
26,3,evolve,5a627bd4,5,4,0.6485223844647408,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 2, ""power"": 2}}]}"
27,0,evolve,120d7ff4,6,6,0.6491872295737267,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 6, ""z_idx"": 4}}]}"
27,1,evolve,7d509c29,6,3,0.6284102983772755,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""seasonal"", ""params"": {""use_cos"": 0}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}]}"
27,2,evolve,1d29918b,6,6,0.6424183156341314,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 4, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}]}"
27,3,evolve,ee1a0ad3,4,4,0.5664517935365438,"{""n_lags"": 4, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""inc_diff"", ""params"": {""lag1"": 2, ""lag2"": 3}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 2, ""power"": 3}}]}"
28,0,evolve,5ac47bbe,5,3,0.6490115001797676,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}]}"
28,1,evolve,db602919,6,4,0.6493174843490124,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 2, ""lag_z"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 6, ""power"": 2}}]}"
28,2,evolve,fbd8aaac,6,3,0.6431471090763807,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}]}"
28,3,evolve,1dcb9852,5,5,0.6490115001797676,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 2, ""power"": 2}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 3, ""z_idx1"": 1, ""z_idx2"": 5}}]}"
29,0,evolve,611a0886,6,6,0.6473894473165274,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 2, ""z_idx1"": 0, ""z_idx2"": 4}}]}"
29,1,evolve,ef8a18ff,6,4,0.6417724248021841,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""seasonal"", ""params"": {""use_cos"": 1}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 6, ""power"": 2}}]}"
29,2,evolve,f451d7be,6,6,0.6436988897621632,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 4}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 3, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 5, ""lag2"": 0}}]}"
29,3,evolve,c61199f1,3,3,0.63993582688272,"{""n_lags"": 3, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}]}"
30,0,evolve,c27ae77c,5,6,0.6490114890038967,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 6, ""z_idx"": 4}}]}"
30,1,evolve,eeb21519,6,3,0.6498574689030647,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""seasonal"", ""params"": {""use_cos"": 1}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}]}"
30,2,evolve,89bae92a,8,3,0.6165138874202967,"{""n_lags"": 8, ""extra_terms"": [{""term_type"": ""z_cube"", ""params"": {""lag"": 6, ""z_idx"": 4}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}]}"
30,3,evolve,4f619dae,6,3,0.6431471090763807,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_prod"", ""params"": {""lag"": 6, ""z_idx1"": 4, ""z_idx2"": 2}}]}"
31,0,evolve,0de003cd,6,3,0.6414009239524603,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""seasonal"", ""params"": {""use_cos"": 1}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 2, ""lag2"": 1}}]}"
31,1,evolve,b7c476bf,6,3,0.6498574689030647,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""seasonal"", ""params"": {""use_cos"": 1}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}]}"
31,2,evolve,97f8e1b0,6,5,0.6491872295737267,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
31,3,evolve,7a3fc151,6,5,0.6491872295737267,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_sq"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
32,0,evolve,b9d4c9d1,6,6,0.6491872202605009,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""z_cube"", ""params"": {""lag"": 0, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 6, ""z_idx"": 4}}]}"
32,1,evolve,a01767a0,5,3,0.6488927900791168,"{""n_lags"": 5, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""seasonal"", ""params"": {""use_cos"": 1}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}]}"
32,2,evolve,498e5217,6,3,0.6468809265643358,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 4, ""z_idx"": 1}}, {""term_type"": ""seasonal"", ""params"": {""use_cos"": 1}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}]}"
32,3,evolve,e0b68bd3,6,5,0.6507599987089634,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 2, ""lag_z"": 6, ""z_idx"": 3}}]}"
33,0,evolve,47ffd698,6,5,0.643554424867034,"{""n_lags"": 6, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 0, ""lag2"": 1}}, {""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""z_cube"", ""params"": {""lag"": 2, ""z_idx"": 3}}]}"
33,1,evolve,1bdcf435,7,4,0.6433538924902678,"{""n_lags"": 7, ""extra_terms"": [{""term_type"": ""inc_z_prod"", ""params"": {""lag_inc"": 0, ""lag_z"": 5, ""z_idx"": 1}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 2, ""power"": 3}}, {""term_type"": ""cross_inc"", ""params"": {""lag1"": 1, ""lag2"": 1}}, {""term_type"": ""inc_pow"", ""params"": {""lag"": 6, ""power"": 2}}]}"
